sample,chr,arm,median_bpWeighted,total_bins,total_bpOverlap,top_event,top_event_bp,top_event_fraction
P-0021001-T01-IM6,chr8,p,-0.6174,152,76586400,Losses,76586400,1
P-0021001-T01-IM6,chr8,q,0.4616,353.6568545,182474702,Gains,182474702,1
P-0021001-T01-IM6,chr9,p,-0.25230045,252.833057,68512956,Gains,25769488,0.376125765
P-0021059-T01-IM6,chr13,q,-0.193666667,426,173439792,Losses,119656124,0.689900066
P-0021059-T01-IM6,chr14,q,-0.2006,288,165094140,Losses,151719042,0.918985023
P-0021780-T01-IM6,chr10,q,-0.47268855,309.8251833,181407500,Losses,140331926,0.773572901
P-0021780-T01-IM6,chr11,p,-0.3025,102.8595924,102294610,Losses,102294610,1
P-0021780-T01-IM6,chr14,q,-0.3606,288,171117020,Losses,171117020,1
P-0021780-T01-IM6,chr19,p,-0.3606,516.7941657,50685886,Losses,50685886,1
P-0021780-T01-IM6,chr19,q,-0.3606,647.2058343,63476338,Losses,63476338,1
P-0021780-T01-IM6,chr22,q,-0.3259,216,60634858,Losses,60634858,1
P-0021780-T01-IM6,chr4,q,-0.307772299,434.2676266,266111254,Losses,265938588,0.999351151
P-0021780-T01-IM6,chr8,q,0.63955599,375.521867,197003190,Gains,197003190,1
P-0022348-T01-IM6,chr1,q,0.589640238,482.0741805,191130270,Gains,191116270,0.999926752
P-0022348-T01-IM6,chr13,q,-0.3369,426,180228680,Losses,180228680,1
P-0022348-T01-IM6,chr17,p,-0.355215821,304.24443,38434532,Losses,34033318,0.885488029
P-0023715-T02-IM6,chr1,q,0.261223928,245.3007847,109230429,Gains,107051980,0.980056391
P-0023715-T02-IM6,chr8,q,0.879,176.8284273,91237351,Gains,91237351,1
P-0024343-T01-IM6,chr1,p,-0.3906,423,118123847,Losses,118123847,1
P-0024343-T01-IM6,chr1,q,0.587707261,242.6758745,95895594,Gains,95895594,1
P-0024343-T01-IM6,chr11,p,-0.276806108,91.61462762,48903165,Losses,39361678,0.804890195
P-0024343-T01-IM6,chr12,p,-0.088,128,24845792,Losses,20293184,0.816765431
P-0024343-T01-IM6,chr16,p,-0.3723,148.2993628,36774929,Losses,36774929,1
P-0024343-T01-IM6,chr16,q,-0.3723,213.7006372,52992984,Losses,52992984,1
P-0024343-T01-IM6,chr18,p,-0.3641,26.48808565,16535473,Losses,16535473,1
P-0024343-T01-IM6,chr18,q,-0.3641,91.51191435,57127299,Losses,57127299,1
P-0024343-T01-IM6,chr20,p,0.5969,79.64528307,27224137,Gains,27224137,1
P-0024343-T01-IM6,chr20,q,0.525955025,138.3547169,34221533,Gains,34221533,1
P-0024343-T01-IM6,chr21,q,-0.3717,65,27861735,Losses,27861735,1
P-0024343-T01-IM6,chr4,p,-0.3262,69.73280206,46867351,Losses,46867351,1
P-0024343-T01-IM6,chr4,q,-0.3262,206.7322549,138944555,Losses,138944555,1
P-0024343-T01-IM6,chr6,q,-0.271201627,252.2588579,105274275,Losses,81011731,0.769530172
P-0024343-T01-IM6,chr8,p,-0.3599,76,38293200,Losses,38293200,1
P-0024343-T01-IM6,chr9,q,-0.071347104,207.1270535,87471982,Losses,74844804,0.85564317
P-0024538-T02-IM6,chr17,p,0.32,185.3336383,23895332,Gains,23895332,1
P-0024538-T02-IM6,chr17,q,0.176685489,358.6663617,53400627,Gains,35928854,0.672817081
P-0024538-T02-IM6,chr6,p,0.373929439,188.3067029,54588089,Gains,41753239,0.764878195
P-0024538-T02-IM6,chr6,q,-0.378853427,203.6932971,105661950,Losses,84709922,0.801706972
P-0024538-T02-IM6,chr8,p,-0.386506197,83.20866836,43072428,Losses,38170858,0.886201679
P-0024611-T01-IM6,chr1,p,-0.33962558,365.7114324,117198959,Losses,110746319,0.944942856
P-0024611-T01-IM6,chr12,p,-0.580039591,106.1213236,31169430,Losses,31169430,1
P-0024611-T01-IM6,chr13,q,-0.1478,213,82704441,Losses,59556699,0.720114885
P-0024611-T01-IM6,chr14,q,-0.05655,144,82547070,Losses,75859521,0.918985023
P-0024611-T01-IM6,chr15,q,0.463,225,67746202,Gains,45329479,0.66910731
P-0024611-T01-IM6,chr16,p,-0.4215,148.2993628,36774929,Losses,36774929,1
P-0024611-T01-IM6,chr16,q,-0.4215,213.7006372,52992984,Losses,52992984,1
P-0024611-T01-IM6,chr17,p,-0.4282,130,21694726,Losses,21694726,1
P-0024611-T01-IM6,chr18,p,0.71255,18,11718154,Gains,11718154,1
P-0024611-T01-IM6,chr18,q,-0.5072,100,55366350,Losses,55366350,1
P-0024611-T01-IM6,chr19,p,-0.3959,258.3970828,25342943,Losses,25342943,1
P-0024611-T01-IM6,chr19,q,-0.3959,323.6029172,31738169,Losses,31738169,1
P-0024611-T01-IM6,chr21,q,-0.4486,65,27861735,Losses,27861735,1
P-0024611-T01-IM6,chr6,p,0.7253,185,44710356,Gains,44710356,1
P-0024611-T01-IM6,chr6,q,0.7411,207,103443894,Losses,102633934,0.992170055
P-0024611-T01-IM6,chr8,p,-0.1718,76,37616531,Losses,34692006,0.922254261
P-0024611-T01-IM6,chr9,p,-0.5221,82.22218849,46938021,Losses,46938021,1
P-0024611-T01-IM6,chr9,q,-0.306468514,277.0462804,83148952,Losses,73061886,0.878686793
P-0024663-T01-IM6,chr1,q,0.47598426,244.3345066,117909790,Gains,87930732,0.745745811
P-0024663-T01-IM6,chr16,q,-0.3317,180,39099123,Losses,39099123,1
P-0024663-T01-IM6,chr4,q,-0.313920672,157.3537104,132228330,Losses,124506903,0.94160535
P-0025068-T01-IM6,chr1,p,-0.3258,423,118123847,Losses,118123847,1
P-0025068-T01-IM6,chr1,q,0.703278781,242.3670578,86602592,Gains,86602592,1
P-0025068-T01-IM6,chr16,p,-0.600420143,198.0664978,27201883,Losses,27201883,1
P-0025068-T01-IM6,chr16,q,-0.305,163.9335022,52992984,Losses,52992984,1
P-0025068-T01-IM6,chr19,p,0.3656,378,15103955,Gains,9017159,0.597006479
P-0025068-T01-IM6,chr2,q,0.627396019,253.0174348,135646078,Gains,135646078,1
P-0025068-T01-IM6,chr20,p,0.453,95.75250192,27224137,Gains,27224137,1
P-0025068-T01-IM6,chr20,q,0.453,122.2474981,34757135,Gains,34757135,1
P-0025068-T01-IM6,chr21,q,0.3053,65,27861735,Gains,27861735,1
P-0025068-T01-IM6,chr22,q,0.4257,108,30317429,Gains,30317429,1
P-0025068-T01-IM6,chr4,q,-0.02518951,218.8548623,126336573,Losses,102808374,0.813765734
P-0025068-T01-IM6,chr5,p,0.6327,132,44053368,Gains,44053368,1
P-0025068-T01-IM6,chr9,p,-0.286944711,156.4073827,46924732,Losses,36598737,0.779945573
P-0025379-T01-IM6,chr1,q,0.7683,242.7403109,97673977,Gains,97673977,1
P-0025379-T01-IM6,chr13,q,-0.06505,213,74690562,Losses,39528978,0.529236585
P-0025379-T01-IM6,chr16,p,-0.5994,148.2993628,36774929,Losses,36774929,1
P-0025379-T01-IM6,chr16,q,-0.5994,213.7006372,52992984,Losses,52992984,1
P-0025379-T01-IM6,chr5,p,0.3049,113.6425137,45931499,Gains,45931499,1
P-0025379-T01-IM6,chr5,q,0.3049,322.6032208,130388259,Gains,130388259,1
P-0025379-T01-IM6,chr6,q,-0.6655,207,106512054,Losses,106512054,1
P-0025379-T01-IM6,chr7,q,0.5105,215,93729420,Gains,93729420,1
P-0025379-T01-IM6,chr8,q,1.199879268,177.0875179,86646120,Gains,86646120,1
P-0025462-T01-IM6,chr17,p,-0.5427,130,21694726,Losses,21694726,1
P-0025462-T01-IM6,chr21,q,-0.3242,65,27861735,Losses,27861735,1
P-0025462-T01-IM6,chr4,p,-0.4715,69.73280206,46867351,Losses,46867351,1
P-0025462-T01-IM6,chr4,q,-0.4715,206.7322549,138944555,Losses,138944555,1
P-0025462-T01-IM6,chr8,p,-0.4876,62.35926547,43194769,Losses,43194769,1
P-0026437-T01-IM6,chr18,p,-0.360846393,18.43730437,13076439,Losses,9727168,0.743869795
P-0026437-T01-IM6,chr8,p,0.182390964,82.45088481,40736442,Losses,35527190,0.872123049
P-0028246-T01-IM6,chr16,q,-0.271921914,219.587317,49748977,Losses,34553384,0.694554664
P-0028246-T01-IM6,chr17,p,-0.398556303,165.2927295,22876093,Losses,15983162,0.69868408
P-0028246-T01-IM6,chr4,q,-0.311858152,205.0100316,138581707,Losses,131690341,0.950272181
P-0028246-T01-IM6,chr6,p,1.181869893,185.2848848,56367013,Gains,56367013,1
P-0028246-T01-IM6,chr6,q,-0.318468759,206.7151152,108646652,Losses,102946631,0.947536156
P-0028246-T01-IM6,chr8,p,-0.4015,76,38293200,Losses,38293200,1
P-0028246-T01-IM6,chr8,q,0.4109,176.8284273,91237351,Gains,91237351,1
P-0028705-T01-IM6,chr1,q,0.728782172,246.1048063,114195702,Gains,113476468,0.993701742
P-0028705-T01-IM6,chr19,p,0.004629281,345.9364602,22816956,Losses,16784955,0.735635157
P-0028705-T01-IM6,chr21,q,-0.3859,65,27861735,Losses,27861735,1
P-0028705-T01-IM6,chr7,p,0.360870041,105.5279507,45055328,Gains,25724338,0.570949966
P-0028705-T01-IM6,chr8,q,0.300832555,161.9747597,101177331,Gains,57178678,0.565133291
P-0028761-T01-IM6,chr16,p,-0.5203,148.2993628,36774929,Losses,36774929,1
P-0028761-T01-IM6,chr16,q,-0.5203,213.7006372,52992984,Losses,52992984,1
P-0028761-T01-IM6,chr20,q,0.515960037,162.7622221,25187285,Losses,16444620,0.652893712
P-0028761-T01-IM6,chr6,p,0.504111762,188.0321692,57055744,Gains,45376158,0.795295177
P-0028761-T01-IM6,chr6,q,-0.387349401,203.9678308,111402116,Losses,105702095,0.948833817
P-0028761-T01-IM6,chr8,p,-0.706369527,57.99227045,40813483,Losses,21586675,0.528910385
P-0028761-T01-IM6,chr8,q,0.159134262,194.8148441,100387908,Gains,78954771,0.786496826
P-0029068-T01-IM6,chr8,p,-0.34488884,50.01970513,40860130,Losses,28637749,0.700872684
P-0029068-T01-IM6,chr8,q,0.318346703,182.9802949,99637746,Gains,97777728,0.981332195
P-0029668-T01-IM6,chr21,q,-0.4104,65,27861735,Losses,27861735,1
P-0029935-T01-IM6,chr16,p,-0.4019,133.4234813,36774929,Losses,36774929,1
P-0029935-T01-IM6,chr16,q,-0.598594956,228.5765187,47502292,Losses,47502292,1
P-0029935-T01-IM6,chr17,p,-0.410035496,144.4857709,19217266,Losses,17016659,0.885488029
P-0029935-T01-IM6,chr4,q,0.073699247,223.2829914,137702010,Losses,131690341,0.95634291
P-0029935-T01-IM6,chr8,q,0.565913185,187.8758101,92568682,Gains,69696710,0.752918898
P-0029935-T01-IM6,chr9,p,-0.13755,134,34465469,Losses,28544319,0.82820051
P-0030486-T01-IM6,chr1,q,0.3703,242.7403109,97673977,Gains,97673977,1
P-0030486-T01-IM6,chr15,q,0.4296,225,73645249,Gains,73645249,1
P-0030486-T01-IM6,chr17,p,-0.5813,130,21694726,Losses,21694726,1
P-0030486-T01-IM6,chr17,q,0.4095,414,51360652,Gains,51360652,1
P-0030486-T01-IM6,chr6,p,0.6018,185,46517155,Gains,46517155,1
P-0030734-T01-IM6,chr8,p,-0.3328,76,38293200,Losses,38293200,1
P-0031657-T01-IM6,chr15,q,-0.4144,225,73645249,Losses,73645249,1
P-0031657-T01-IM6,chr16,p,-0.4048,130.1013738,36774929,Losses,36774929,1
P-0031657-T01-IM6,chr16,q,-0.067560669,231.8986262,51893325,Losses,30781683,0.593172301
P-0031657-T01-IM6,chr17,p,-0.402422251,144.4857709,19217266,Losses,17016659,0.885488029
P-0031657-T01-IM6,chr5,p,0.495968073,119.7558139,43249629,Gains,43249629,1
P-0031657-T01-IM6,chr6,p,0.401242381,135.5523235,52839637,Gains,48018945,0.908767503
P-0031657-T01-IM6,chr6,q,-0.143613838,256.4476765,109462652,Losses,88331785,0.806958203
P-0031657-T01-IM6,chr8,p,-0.4039,76,38293200,Losses,38293200,1
P-0031657-T01-IM6,chr8,q,0.8345,176.8284273,91237351,Gains,91237351,1
P-0032988-T01-IM6,chr1,p,-0.245021801,422.2833363,116069169,Losses,93516326,0.805694801
P-0032988-T01-IM6,chr1,q,0.7794,244.3191376,123256422,Gains,123256422,1
P-0032988-T01-IM6,chr11,q,1.601686387,317.601713,76703499,Losses,59107027,0.770591013
P-0032988-T01-IM6,chr13,q,-0.4984,213,90114340,Losses,90114340,1
P-0032988-T01-IM6,chr14,q,-0.373,144,83772289,Losses,80467410,0.960549258
P-0032988-T01-IM6,chr17,q,0.588573915,436.5994168,54803179,Gains,49330106,0.900132199
P-0032988-T01-IM6,chr3,q,-0.543206999,244.5120939,93463568,Losses,91874968,0.983003003
P-0032988-T01-IM6,chr6,q,-0.368990356,259.5222259,109109512,Losses,77690201,0.712038754
P-0032988-T01-IM6,chr8,p,-0.407425,76,36884812,Losses,33283617,0.902366454
P-0032991-T01-IM6,chr6,q,-0.334629292,218.9492784,111402116,Losses,105702095,0.948833817
P-0032991-T01-IM6,chr7,p,0.754,129,55076668,Gains,55076668,1
P-0032991-T01-IM6,chr7,q,0.3896,215,93729420,Gains,93729420,1
P-0032991-T01-IM6,chr8,p,-0.373611783,82.45088481,42777300,Losses,37753388,0.88255659
P-0032993-T01-IM6,chr1,q,-0.130289648,243.0460774,118811860,Gains,93277365,0.785084629
P-0032993-T01-IM6,chr10,p,-0.130230253,25.37941701,35583330,Gains,20091517,0.564632849
P-0032993-T01-IM6,chr16,q,-0.526,180,31525413,Losses,23755899,0.75354759
P-0032993-T01-IM6,chr17,p,-0.692782989,164.1218134,22876093,Losses,15983162,0.69868408
P-0032993-T01-IM6,chr18,p,-0.4267,26.48808565,16535473,Losses,16535473,1
P-0032993-T01-IM6,chr18,q,-0.4267,91.51191435,57127299,Losses,57127299,1
P-0032993-T01-IM6,chr2,q,-0.019125,249,120591868,Gains,72980612,0.605186844
P-0032993-T01-IM6,chr4,p,0.347859216,90.3614646,45890447,Gains,27343443,0.595841723
P-0032993-T01-IM6,chr7,p,-0.132284495,104.7519605,51831760,Gains,51450982,0.992653578
P-0032993-T01-IM6,chr7,q,0.11223493,239.2480395,89212944,Gains,66420574,0.744517231
P-0032993-T01-IM6,chr8,p,-0.31025,76,37133874,Losses,25112844,0.676278591
P-0033442-T01-IM6,chr14,q,-0.270875,144,78936531,Losses,74493536,0.943714337
P-0033442-T01-IM6,chr17,p,-0.6132,130,21694726,Losses,21694726,1
P-0033442-T01-IM6,chr5,q,0.061619747,298.3476734,114905630,Losses,81319860,0.70770997
P-0033442-T01-IM6,chr8,p,-0.5869,76,38293200,Losses,38293200,1
P-0033443-T01-IM6,chr1,q,0.741378583,245.5035242,118975455,Gains,118975455,1
P-0033443-T01-IM6,chr10,q,-0.301929303,154.3578962,94634127,Losses,90281384,0.95400451
P-0033443-T01-IM6,chr16,q,-0.5485,180,39099123,Losses,39099123,1
P-0033443-T01-IM6,chr17,p,-0.52308051,144.4857709,19217266,Losses,17016659,0.885488029
P-0033443-T01-IM6,chr4,q,-0.422428992,162.4413434,132228330,Losses,124506903,0.94160535
P-0033443-T01-IM6,chr6,q,-0.191867116,243.9708926,106774187,Losses,84620354,0.792516959
P-0033443-T01-IM6,chr8,p,-0.2912,76,33598528,Losses,30832517,0.917674637
P-0033443-T01-IM6,chr8,q,0.6606,176.8284273,91237351,Gains,91237351,1
P-0033443-T01-IM6,chr9,p,-0.5955,134,36612027,Losses,36612027,1
P-0033633-T01-IM6,chr1,p,-0.25614714,391.5121279,116966896,Losses,115265325,0.985452542
P-0033633-T01-IM6,chr1,q,0.395677526,272.3598873,120382187,Gains,103950004,0.86349988
P-0033633-T01-IM6,chr10,q,0.310649681,136.785173,80168425,Gains,47848844,0.596853986
P-0033633-T01-IM6,chr12,p,-0.464165402,141.361222,32985496,Losses,18406162,0.558007738
P-0033633-T01-IM6,chr14,q,-0.005133333,144,81815706,Losses,70034831,0.856007171
P-0033633-T01-IM6,chr17,p,-0.3756,130,21661441,Losses,20822653,0.961277368
P-0033633-T01-IM6,chr22,q,-0.390666667,108,30253195,Losses,28345462,0.936941107
P-0033633-T01-IM6,chr6,q,-0.3516643,209.9661606,109140731,Losses,102633934,0.940381589
P-0033633-T01-IM6,chr8,p,-0.5201,76,38293200,Losses,38293200,1
P-0033633-T01-IM6,chr8,q,1.37799825,173.9640675,81935748,Gains,81935748,1
P-0033633-T01-IM6,chr9,p,-0.05425,134,36031402,Losses,27963693,0.776092282
P-0033955-T01-IM6,chr1,q,0.4133,244.3191376,123256422,Gains,123256422,1
P-0033955-T01-IM6,chr8,q,0.7614,176.8284273,91237351,Gains,91237351,1
P-0034021-T01-IM6,chr8,q,0.3457,176.8284273,91237351,Gains,91237351,1
P-0034483-T01-IM6,chr1,p,-0.349644992,385.3978887,115775825,Gains,77896442,0.672821308
P-0034483-T01-IM6,chr1,q,0.412,280.6986876,123256422,Gains,123256422,1
P-0034483-T01-IM6,chr8,p,-0.6,76,38293200,Losses,38293200,1
P-0034483-T01-IM6,chr8,q,0.3702,176.8284273,91237351,Gains,91237351,1
P-0034678-T01-IM6,chr1,q,0.476274997,242.6794447,91549097,Gains,91549097,1
P-0034678-T01-IM6,chr6,p,0.646,185,46517155,Gains,46517155,1
P-0034678-T01-IM6,chr8,p,-0.188145499,43.60797162,40154885,Losses,23506161,0.585387332
P-0034912-T01-IM6,chr2,q,-0.371942671,270.3487001,142340757,Losses,112842028,0.792759786
P-0034912-T01-IM6,chr6,p,0.418124018,203.8545515,56393027,Gains,43359095,0.76887334
P-0035373-T01-IM6,chr1,q,0.218773857,234.7591737,92329176,Gains,62350118,0.675302442
P-0035373-T01-IM6,chr13,q,-0.10945,213,90114047,Losses,78218385,0.867993255
P-0035373-T01-IM6,chr5,p,0.310995897,106.6946123,43766926,Gains,31434264,0.718219598
P-0035551-T01-IM6,chr8,q,0.5625,176.8284273,91237351,Gains,91237351,1
P-0035583-T01-IM6,chr1,q,0.3002,244.3191376,123256422,Gains,123256422,1
P-0035583-T01-IM6,chr12,q,0.478961534,320.6239322,89039349,Gains,77486274,0.870247535
P-0035583-T01-IM6,chr13,q,-0.383,213,90114340,Losses,90114340,1
P-0035583-T01-IM6,chr16,p,-0.249,182,28805459,Losses,27241596,0.945709492
P-0035583-T01-IM6,chr16,q,-0.292733333,180,33102879,Losses,33033581,0.997906587
P-0035583-T01-IM6,chr17,p,-0.4055,130,21694726,Losses,21694726,1
P-0035583-T01-IM6,chr17,q,0.3049,414,51360652,Gains,51360652,1
P-0035583-T01-IM6,chr18,p,-0.351,26.48808565,16535473,Losses,16535473,1
P-0035583-T01-IM6,chr18,q,-0.351,91.51191435,57127299,Losses,57127299,1
P-0035583-T01-IM6,chr19,p,-0.381685836,409.6135871,25063138,Losses,17769856,0.709003637
P-0035583-T01-IM6,chr20,p,0.5134,85.30554023,27224137,Gains,27224137,1
P-0035583-T01-IM6,chr20,q,0.427107204,132.6944598,28211325,Gains,25784255,0.913968238
P-0035583-T01-IM6,chr21,q,-0.3662,65,27861735,Losses,27861735,1
P-0035583-T01-IM6,chr22,q,0.3275,108,30317429,Gains,30317429,1
P-0035583-T01-IM6,chr4,p,0.3335,89.92663748,46867351,Gains,46867351,1
P-0035583-T01-IM6,chr4,q,-0.355085335,163.0136043,124912116,Losses,92203266,0.738145097
P-0035583-T01-IM6,chr6,p,0.638907647,181.1642072,50429105,Gains,50429105,1
P-0035583-T01-IM6,chr7,q,0.340198229,240.876382,82233371,Losses,64234329,0.781122411
P-0035583-T01-IM6,chr8,p,-0.738276664,49.62297539,38500097,Losses,30832517,0.80084258
P-0035872-T01-IM6,chr8,q,0.655266667,157,87797353,Gains,87797353,1
P-0036280-T01-IM6,chr1,q,0.202893603,244.0641841,120569558,Gains,85245698,0.707025052
P-0036280-T01-IM6,chr20,q,0.3808,197,32073315,Gains,32073315,1
P-0036280-T01-IM6,chr4,p,-0.3052,69.73280206,46867351,Losses,46867351,1
P-0036280-T01-IM6,chr4,q,-0.3052,206.7322549,138944555,Losses,138944555,1
P-0036428-T01-IM6,chr1,q,0.3564,242.7403109,97673977,Gains,97673977,1
P-0036428-T01-IM6,chr17,p,-0.41065,130,21112791,Losses,21112791,1
P-0036428-T01-IM6,chr20,p,0.4045,95.75250192,27224137,Gains,27224137,1
P-0036428-T01-IM6,chr20,q,0.4045,122.2474981,34757135,Gains,34757135,1
P-0036428-T01-IM6,chr3,p,0.282354422,307.0622649,86489765,Gains,71662990,0.828571913
P-0036428-T01-IM6,chr4,q,-0.355382706,217.1236759,133055627,Losses,132969294,0.999351151
P-0037089-T01-IM6,chr10,p,0.47405996,29.15087921,32958170,Gains,28455765,0.863390322
P-0037089-T01-IM6,chr11,q,-0.486958195,342.1760412,80477953,Losses,69368822,0.861960567
P-0037089-T01-IM6,chr12,p,-0.59,128,31562637,Losses,31562637,1
P-0037089-T01-IM6,chr16,p,-1.341566667,182,21823147,Losses,11874132,0.544107227
P-0037089-T01-IM6,chr16,q,-0.6151,180,39099123,Losses,39099123,1
P-0037089-T01-IM6,chr17,p,-1.017860024,155.5396667,18101479,Losses,15900872,0.878429437
P-0037089-T01-IM6,chr17,q,0.342710608,388.4603333,54784433,Gains,35426449,0.646651741
P-0037089-T01-IM6,chr20,p,-0.338292592,43.16503708,23422752,Losses,9986543,0.426360788
P-0037089-T01-IM6,chr20,q,0.6098,174.8349629,34757135,Gains,34757135,1
P-0037089-T01-IM6,chr6,q,-0.521515461,227.1262487,107815270,Losses,98240312,0.911191077
P-0037089-T01-IM6,chr8,p,-0.95014827,83.20866836,39311871,Losses,34410301,0.875315779
P-0037089-T01-IM6,chr9,p,-0.486889285,154.1526939,45160291,Losses,30690878,0.679598765
P-0037516-T01-IM6,chr1,q,0.388938022,321.0402848,119717074,Gains,89086129,0.744138877
P-0037516-T01-IM6,chr6,p,0.3814,155.6422229,58196740,Gains,58196740,1
P-0037758-T01-IM6,chr1,q,0.27921778,286.7357507,123228930,Gains,95143899,0.772090604
P-0037758-T01-IM6,chr6,p,0.515,185,46517155,Gains,46517155,1
P-0037758-T01-IM6,chr8,p,-0.43548833,83.20866836,43072428,Losses,38170858,0.886201679
P-0037758-T01-IM6,chr8,q,0.3149,169.7789894,101378636,Gains,101378636,1
P-0038316-T01-IM6,chr1,q,0.37030533,242.2825346,85537014,Gains,83051240,0.970939201
P-0038316-T01-IM6,chr10,p,0.5155,26,37032542,Gains,37032542,1
P-0038316-T01-IM6,chr17,q,0.30974,414,48941924,Gains,48856912,0.998263002
P-0038316-T01-IM6,chr20,p,0.3065,95.75250192,27224137,Gains,27224137,1
P-0038316-T01-IM6,chr20,q,0.3065,122.2474981,34757135,Gains,34757135,1
P-0038316-T01-IM6,chr6,p,0.695436052,188.4505193,54563300,Gains,41529368,0.761122733
P-0038316-T01-IM6,chr6,q,-0.028212442,203.5494807,102560531,Gains,57477211,0.560422323
P-0038316-T01-IM6,chr8,p,-0.716033333,76,33261261,Losses,33261261,1
P-0038527-T01-IM6,chr1,q,0.5045,244.3191376,123256422,Gains,123256422,1
P-0038527-T01-IM6,chr17,p,-0.617686547,144.4857709,19217266,Losses,17016659,0.885488029
P-0038527-T01-IM6,chr8,p,-0.541109266,82.45088481,42777300,Losses,37753388,0.88255659
P-0038810-T01-IM6,chr1,p,-0.0993,423,118115554,Losses,118051651,0.999458979
P-0038810-T01-IM6,chr1,q,0.686954431,237.9923712,88651438,Gains,88651438,1
P-0038810-T01-IM6,chr10,p,-0.367,51.15563947,37709954,Losses,37709954,1
P-0038810-T01-IM6,chr10,q,-0.367,128.4080313,94657422,Losses,94657422,1
P-0038810-T01-IM6,chr13,q,-0.437466667,213,90112727,Losses,90112727,1
P-0038810-T01-IM6,chr16,p,-0.3819,148.2993628,36774929,Losses,36774929,1
P-0038810-T01-IM6,chr16,q,-0.3819,213.7006372,52992984,Losses,52992984,1
P-0038810-T01-IM6,chr18,p,-0.3437,26.48808565,16535473,Losses,16535473,1
P-0038810-T01-IM6,chr18,q,-0.3437,91.51191435,57127299,Losses,57127299,1
P-0038810-T01-IM6,chr21,q,-0.3166,65,27861735,Losses,27861735,1
P-0038810-T01-IM6,chr22,q,-0.3307,108,30317429,Losses,30317429,1
P-0038810-T01-IM6,chr3,p,-0.3509,227.0949609,86490129,Losses,86490129,1
P-0038810-T01-IM6,chr3,q,-0.507619491,318.642621,106244977,Losses,106244977,1
P-0038810-T01-IM6,chr4,p,-0.3986,70.98925093,46867351,Losses,46867351,1
P-0038810-T01-IM6,chr4,q,-0.495570469,206.13846,138933995,Losses,138933995,1
P-0038810-T01-IM6,chr5,p,0.166138403,131.798713,40735010,Gains,29157004,0.7157726
P-0038810-T01-IM6,chr6,q,-0.3625,207,106512054,Losses,106512054,1
P-0038810-T01-IM6,chr8,p,0.3001,76,38293200,Gains,38293200,1
P-0038810-T01-IM6,chr8,q,1.234833333,157,87759415,Gains,87759415,1
P-0038836-T01-IM6,chr2,q,-0.264225892,260.973965,144606929,Losses,110321343,0.762904957
P-0039043-T01-IM6,chr1,q,0.4084,242.7403109,97673977,Gains,97673977,1
P-0039043-T01-IM6,chr5,p,0.3195,113.6425137,45931499,Gains,45931499,1
P-0039043-T01-IM6,chr5,q,0.3195,322.6032208,130388259,Gains,130388259,1
P-0039043-T01-IM6,chr6,p,0.9438,171.7924221,58196740,Gains,58196740,1
P-0039043-T01-IM6,chr6,q,-0.59277686,220.2075779,109140731,Losses,102633934,0.940381589
P-0039043-T01-IM6,chr8,p,-0.68365,76,37841141,Losses,37841141,1
P-0039043-T01-IM6,chr8,q,0.875616918,174.1868168,90833170,Gains,90833170,1
P-0039634-T01-IM6,chr1,q,0.698092636,321.4759917,116812303,Gains,88687881,0.759234077
P-0039634-T01-IM6,chr8,p,-0.4812,76,38293200,Losses,38293200,1
P-0039634-T01-IM6,chr8,q,0.590876643,171.8125351,89433238,Gains,74229858,0.830003024
P-0041214-T01-IM6,chr1,q,0.4856,242.7403109,97673977,Gains,97673977,1
P-0041214-T01-IM6,chr8,p,-0.327872353,82.45088481,42777300,Losses,37753388,0.88255659
P-0041268-T01-IM6,chr1,q,0.3545,242.7403109,97673977,Gains,97673977,1
P-0041268-T01-IM6,chr11,q,1.150120303,342.7771381,77788784,Losses,66502241,0.854907836
P-0041268-T01-IM6,chr16,p,-0.345695065,198.1741486,35898193,Losses,30019375,0.836236381
P-0041268-T01-IM6,chr17,p,0.013569913,144.4857709,19209372,Losses,15975267,0.831639212
P-0041268-T01-IM6,chr18,p,0.7496,17.17133382,16535473,Gains,16535473,1
P-0041268-T01-IM6,chr18,q,-0.2096741,100.8286662,49527431,Losses,47766481,0.964444956
P-0041268-T01-IM6,chr4,p,-0.3516,103.4006497,46867351,Losses,46867351,1
P-0041268-T01-IM6,chr4,q,-0.645393708,174.2572501,138931124,Losses,138931124,1
P-0041268-T01-IM6,chr6,p,0.3452,185,46517155,Gains,46517155,1
P-0041268-T01-IM6,chr6,q,0.10675,207,103583888,Losses,58043133,0.560349048
P-0041268-T01-IM6,chr8,p,-0.6891,76,38293200,Losses,38293200,1
P-0041326-T01-IM6,chr12,p,-0.3063,128,31562637,Losses,31562637,1
P-0041326-T01-IM6,chr19,p,0.263617325,365.6956389,23687501,Losses,12312246,0.519778173
P-0041326-T01-IM6,chr8,p,-0.319893315,83.20866836,43072428,Losses,38170858,0.886201679
P-0042708-T01-IM6,chr10,p,0.4393,26,37032542,Gains,37032542,1
P-0042708-T01-IM6,chr10,q,-0.577038529,153.451602,87434241,Losses,87434241,1
P-0042708-T01-IM6,chr16,q,-0.350988112,218.4251368,51737719,Losses,37797392,0.730557758
P-0042708-T01-IM6,chr17,p,-0.437862808,142.1093964,21975110,Losses,11929853,0.54288024
P-0042708-T01-IM6,chr19,p,-0.4824,258.3970828,25342943,Losses,25342943,1
